length_url,length_hostname,ip,nb_slash,nb_www,ratio_digits_url,nb_hyperlinks,phish_hints,longest_word_path,shortest_word_path,avg_word_path,length_words_raw,longest_words_raw,ratio_extHyperlinks,ratio_extRedirection,ratio_intHyperlinks,status
47,19,0,4,1,0.0,153,0,9,4,6.0,5,11,0.3790849670000001,0.1034482759999999,0.620915033,0
52,16,0,4,1,0.0,55,0,6,1,3.142857143,9,8,0.145454545,0.375,0.854545455,0
45,20,0,5,1,0.0,91,0,6,1,3.25,6,12,0.087912088,0.0,0.912087912,0
156,11,1,7,0,0.141025641,1,1,75,1,10.33333333,13,75,0.0,0.0,1.0,1
45,9,0,5,0,0.022222222,28,0,13,3,6.0,5,13,0.0,0.0,1.0,1
49,18,0,4,0,0.0,182,0,9,4,6.666666667,6,9,0.093406593,0.411764706,0.906593407,0
120,23,0,7,0,0.083333333,26,0,38,1,6.909090909,14,38,0.884615385,0.0,0.115384615,1
32,24,0,3,1,0.0,127,0,0,0,0.0,2,16,0.181102362,0.347826087,0.8188976379999999,0
27,19,0,3,1,0.0,33,0,0,0,0.0,2,11,0.636363636,0.380952381,0.363636364,0
69,30,0,2,0,0.057971014,21,0,0,0,0.0,2,17,0.7142857140000001,0.0,0.285714286,1
263,214,0,6,0,0.178707224,5,1,15,3,7.2,17,29,0.0,0.0,1.0,1
43,16,0,5,0,0.0,76,0,12,5,8.5,4,12,0.026315789,1.0,0.973684211,0
53,23,0,4,1,0.0,270,0,10,10,10.0,5,10,0.233333333,0.301587302,0.7666666670000001,0
41,14,0,3,0,0.0,93,0,8,4,5.333333333,5,8,0.666666667,0.709677419,0.333333333,0
60,27,0,6,0,0.016666667,0,3,8,2,4.0,7,13,0.0,0.0,0.0,1
119,42,1,5,0,0.159663866,4,0,17,2,7.375,12,17,0.0,0.0,1.0,1
98,26,1,9,1,0.255102041,22,2,32,2,8.142857142999999,10,32,0.454545455,0.0,0.545454545,1
18,11,0,2,0,0.0,112,0,0,0,0.0,2,6,0.071428571,0.875,0.928571429,0
70,24,0,7,0,0.057142857,38,3,8,2,5.5,8,15,0.578947368,0.2272727269999999,0.421052632,1
68,15,0,7,0,0.279411765,55,0,11,2,4.625,10,11,0.0,0.0,1.0,0
54,11,0,4,0,0.166666667,58,0,32,1,16.5,4,32,1.0,0.0,0.0,1
35,27,0,3,1,0.0,5,0,0,0,0.0,2,19,0.4,0.5,0.6,0
28,19,0,3,1,0.0,64,0,0,0,0.0,2,11,0.453125,0.068965517,0.546875,0
110,12,0,13,1,0.045454545,50,2,10,3,5.5,15,10,0.04,0.0,0.96,1
52,17,0,7,1,0.0,0,2,8,4,5.75,6,9,0.0,0.0,0.0,1
80,37,0,6,1,0.0,33,0,9,3,6.2,7,29,0.212121212,0.0,0.787878788,1
58,40,0,4,0,0.034482759,4,0,5,3,4.0,5,17,0.0,0.0,1.0,1
136,13,1,4,1,0.1838235289999999,9,1,66,1,9.454545455,12,66,0.0,0.0,1.0,1
68,37,0,4,0,0.088235294,21,2,7,2,4.75,10,7,0.80952381,0.176470588,0.19047619,1
33,24,0,3,0,0.0,105,0,0,0,0.0,2,10,0.380952381,0.075,0.6190476189999999,0
44,22,0,4,0,0.0,0,0,4,3,3.666666667,5,10,0.0,0.0,0.0,1
66,22,0,3,0,0.090909091,24,1,8,1,4.285714286,9,10,0.041666667,0.0,0.958333333,1
54,15,0,4,0,0.0,130,0,7,3,5.4,7,7,0.423076923,0.054545455,0.576923077,0
33,12,1,3,1,0.212121212,542,0,7,5,6.0,4,7,0.254612546,0.007246377,0.7453874540000001,0
77,23,1,5,0,0.272727273,30,0,32,2,14.66666667,4,32,0.033333333,0.0,0.966666667,1
23,16,0,2,1,0.0,188,0,0,0,0.0,2,6,0.930851064,0.017142857,0.069148936,0
141,48,1,5,0,0.319148936,50,1,75,6,40.5,4,75,0.46,0.347826087,0.54,1
21,13,0,3,1,0.0,102,0,0,0,0.0,2,6,0.235294118,0.083333333,0.764705882,0
24,16,0,3,1,0.0,696,0,0,0,0.0,2,9,0.024425287,0.0,0.975574713,0
125,50,1,4,0,0.144,51,0,17,2,8.142857142999999,12,17,0.0,0.0,1.0,1
26,17,0,3,1,0.0,19,0,0,0,0.0,2,10,0.105263158,0.5,0.894736842,0
128,50,1,5,0,0.1484375,51,0,17,2,7.375,13,17,0.0,0.0,1.0,1
27,18,0,3,1,0.0,117,0,0,0,0.0,2,8,0.256410256,0.066666667,0.7435897440000001,0
64,26,0,3,0,0.0,13,0,16,2,6.25,6,16,0.923076923,0.25,0.076923077,1
33,24,0,3,1,0.0,148,0,0,0,0.0,2,16,0.1689189189999999,0.0,0.8310810809999999,0
83,19,0,6,1,0.0,0,0,20,4,10.2,7,20,0.0,0.0,0.0,1
40,33,0,2,0,0.025,14,0,0,0,0.0,2,20,0.928571429,0.846153846,0.071428571,1
15,6,0,3,0,0.0,26,0,0,0,0.0,1,3,0.230769231,0.333333333,0.7692307690000001,0
20,11,0,3,1,0.0,240,0,0,0,0.0,2,4,0.020833333,0.0,0.979166667,0
279,16,1,5,0,0.23297491,11,0,80,2,10.59090909,24,80,1.0,0.0,0.0,1
55,24,0,5,0,0.0,11,0,9,2,5.0,6,12,0.818181818,0.333333333,0.181818182,0
56,18,0,5,1,0.0,176,0,6,4,5.0,7,10,0.056818182,0.2,0.943181818,0
22,15,0,2,0,0.181818182,23,0,0,0,0.0,1,8,0.3913043479999999,0.111111111,0.608695652,0
70,17,0,6,1,0.0,58,0,14,3,8.2,7,14,0.275862069,0.3125,0.7241379309999999,0
26,19,0,2,0,0.0,58,0,0,0,0.0,1,16,0.224137931,0.0,0.7758620690000001,0
44,11,0,5,0,0.0,0,0,7,4,5.5,5,7,0.0,0.0,0.0,1
50,10,0,6,1,0.08,0,0,9,3,5.6,7,9,0.0,0.0,0.0,0
104,17,0,10,0,0.0,6,4,13,2,5.076923077,14,14,0.666666667,0.0,0.333333333,1
26,18,0,3,1,0.0,84,0,0,0,0.0,2,10,0.05952381,0.6,0.94047619,0
52,20,0,4,1,0.0384615379999999,32,0,8,2,5.0,6,12,0.28125,0.0,0.71875,0
53,40,0,3,0,0.0,22,1,5,5,5.0,7,9,0.818181818,0.277777778,0.181818182,1
55,19,0,4,0,0.0,18,0,7,5,5.75,5,15,0.111111111,0.0,0.8888888890000001,0
53,20,0,3,1,0.056603774,41,0,9,3,5.5,6,12,0.292682927,0.0,0.707317073,0
34,25,0,3,1,0.0,344,0,0,0,0.0,2,17,0.799418605,0.0581818179999999,0.200581395,0
45,29,0,3,1,0.0,0,0,4,3,3.5,4,21,0.0,0.0,0.0,1
70,17,0,5,1,0.0,139,0,10,6,7.8,7,10,0.2014388489999999,0.3928571429999999,0.7985611509999999,0
44,15,0,4,0,0.0,6,0,8,3,4.5,6,8,0.5,0.0,0.5,1
32,24,0,3,1,0.0,55,0,0,0,0.0,2,16,0.181818182,0.0,0.818181818,0
44,15,0,3,1,0.0,313,0,8,4,6.333333333,5,8,0.076677316,0.041666667,0.923322684,0
42,15,0,5,1,0.0,28,0,6,5,5.666666667,5,7,0.0,0.0,1.0,1
63,23,0,4,0,0.126984127,21,0,7,1,3.714285714,10,12,1.0,0.095238095,0.0,0
35,28,0,2,0,0.0,70,0,0,0,0.0,3,14,0.214285714,0.0,0.7857142859999999,0
29,22,0,2,0,0.0,279,0,0,0,0.0,2,10,0.1075268819999999,0.066666667,0.892473118,0
72,17,0,5,0,0.0,116,0,10,3,6.833333333,7,13,0.327586207,0.078947368,0.6724137929999999,0
83,16,0,5,1,0.084337349,0,0,8,3,5.666666667,11,8,0.0,0.0,0.0,0
24,16,0,3,1,0.0,45,0,0,0,0.0,2,8,0.2666666669999999,0.166666667,0.7333333329999999,0
87,14,0,4,1,0.068965517,162,0,9,4,6.333333333,11,9,0.265432099,0.023255814,0.7345679009999999,0
128,50,1,5,0,0.1328125,51,0,17,2,7.375,13,17,0.0,0.0,1.0,1
54,18,0,6,1,0.0,163,0,10,7,8.333333332999999,5,10,0.300613497,0.081632653,0.6993865029999999,0
78,39,1,3,0,0.320512821,16,0,7,1,3.285714286,11,21,0.5,0.0,0.5,1
60,20,1,3,1,0.283333333,0,0,32,32,32.0,3,32,0.0,0.0,0.0,1
22,13,0,3,0,0.0,64,0,0,0,0.0,1,10,0.0625,0.25,0.9375,0
124,46,1,5,1,0.153225806,51,0,17,2,7.375,13,17,0.0,0.0,1.0,1
53,35,0,3,0,0.0,20,0,8,8,8.0,6,8,1.0,0.0,0.0,1
82,12,0,7,1,0.0,24,0,6,2,4.166666667,14,6,0.5,0.166666667,0.5,0
42,28,0,3,0,0.0,1,0,6,6,6.0,2,25,0.0,0.0,1.0,1
128,50,1,5,0,0.1640625,4,0,17,2,7.375,13,17,0.0,0.0,1.0,1
27,18,0,3,1,0.0,22,0,0,0,0.0,2,11,0.090909091,1.0,0.909090909,0
27,18,0,3,1,0.0,84,0,0,0,0.0,2,10,0.142857143,0.166666667,0.857142857,0
76,17,0,9,0,0.0,6,4,13,2,6.285714286,8,14,0.666666667,0.0,0.333333333,1
55,20,0,5,1,0.0,118,0,10,3,5.75,6,12,0.025423729,0.0,0.974576271,0
55,19,0,6,1,0.018181818,0,0,9,1,3.833333333,8,12,0.0,0.0,0.0,1
51,17,0,5,0,0.078431373,7,0,9,3,5.75,5,13,0.0,0.0,1.0,1
40,19,0,3,1,0.0,63,0,7,5,6.0,4,11,0.222222222,0.642857143,0.7777777779999999,0
85,15,0,7,1,0.047058824,92,0,26,3,6.625,10,26,0.0,0.0,1.0,1
112,35,0,6,0,0.0625,26,0,46,1,10.16666667,9,46,0.884615385,0.0,0.115384615,1
47,16,0,4,0,0.0,616,0,10,4,6.666666667,5,10,0.016233766,0.6,0.983766234,0
34,26,0,3,1,0.0,39,0,0,0,0.0,2,15,0.076923077,0.333333333,0.923076923,0
47,26,0,5,1,0.0,0,0,7,4,5.5,4,19,0.0,0.0,0.0,1
70,14,1,6,0,0.142857143,25,1,15,3,6.833333333,7,15,0.72,0.055555556,0.28,1
35,26,0,3,1,0.0,86,0,0,0,0.0,2,18,0.313953488,0.037037037,0.686046512,0
132,16,1,4,0,0.03030303,9,0,43,2,16.83333333,8,43,1.0,0.0,0.0,1
53,28,0,4,0,0.0,101,0,10,6,8.0,4,13,0.376237624,0.026315789,0.6237623760000001,0
90,23,0,4,1,0.055555556,97,0,10,2,5.555555556,11,15,0.092783505,0.222222222,0.907216495,0
34,13,0,3,1,0.0,130,0,7,2,3.666666667,5,7,0.938461538,0.0491803279999999,0.061538462,0
43,21,0,3,1,0.0,22,0,14,14,14.0,3,14,0.0,0.0,1.0,1
23,14,0,3,1,0.0,82,0,0,0,0.0,2,6,0.109756098,0.0,0.890243902,0
111,18,0,6,0,0.0,1,0,24,4,8.555555556,10,24,1.0,0.0,0.0,1
56,38,0,3,0,0.107142857,83,0,4,4,4.0,8,9,0.5301204820000001,0.363636364,0.469879518,1
106,8,0,6,0,0.0,4,0,11,3,5.5,15,11,0.75,1.0,0.25,1
78,25,1,6,1,0.08974359,215,0,10,1,5.428571429,9,18,0.093023256,0.35,0.906976744,0
52,24,0,4,0,0.0,35,0,7,4,5.666666667,5,14,0.7428571429999999,0.115384615,0.257142857,1
76,50,1,4,0,0.118421053,51,0,15,2,8.5,7,15,0.0,0.0,1.0,1
52,22,0,4,1,0.0384615379999999,4,1,13,2,6.333333333,6,13,0.0,0.0,1.0,1
38,13,0,3,1,0.052631579,18,0,5,3,3.5,6,5,0.055555556,0.0,0.944444444,0
71,18,0,4,1,0.0,220,0,11,2,6.5,8,11,0.3090909089999999,0.058823529,0.690909091,0
25,17,0,3,1,0.0,85,0,0,0,0.0,2,10,0.682352941,0.396551724,0.317647059,0
65,48,0,3,0,0.092307692,33,1,5,3,4.0,4,30,0.727272727,0.125,0.272727273,1
28,19,0,3,1,0.0,26,0,0,0,0.0,2,11,0.346153846,0.222222222,0.653846154,0
42,35,0,2,0,0.0,23,0,0,0,0.0,4,8,0.2173913039999999,0.0,0.7826086959999999,1
125,38,0,6,0,0.0,0,4,52,2,14.6,7,52,0.0,0.0,0.0,1
74,28,1,5,0,0.364864865,39,0,32,4,18.0,4,32,0.0,0.0,1.0,1
47,16,0,3,1,0.0,169,0,10,4,6.666666667,5,10,0.414201183,1.0,0.585798817,0
84,20,1,6,0,0.083333333,0,0,8,2,4.6,12,10,0.0,0.0,0.0,1
146,6,1,3,1,0.184931507,1,0,10,2,4.416666667,25,10,1.0,1.0,0.0,1
48,18,0,4,1,0.083333333,0,0,12,3,6.333333333,5,12,0.0,0.0,0.0,1
127,50,1,4,0,0.181102362,51,0,17,2,7.375,13,17,0.0,0.0,1.0,1
72,45,0,3,0,0.111111111,0,0,7,3,5.333333333,11,8,0.0,0.0,0.0,1
46,25,0,3,1,0.0,196,0,13,13,13.0,3,17,0.142857143,0.0,0.857142857,0
77,16,0,6,1,0.012987013,170,0,8,2,4.3,12,8,0.1,0.117647059,0.9,0
41,17,0,4,0,0.0,230,0,10,4,7.0,4,10,0.0304347829999999,0.285714286,0.969565217,0
28,21,0,2,0,0.0,88,0,0,0,0.0,2,8,0.579545455,0.196078431,0.420454545,0
127,50,1,4,0,0.078740157,51,0,17,2,7.375,13,17,0.0,0.0,1.0,1
44,26,0,4,0,0.0,81,0,5,3,4.0,4,10,0.148148148,0.4166666670000001,0.851851852,0
46,18,0,3,1,0.0,76,0,10,4,6.0,5,10,0.013157895,0.0,0.986842105,0
106,19,1,9,1,0.198113208,88,3,32,2,9.0,10,32,0.102272727,0.5555555560000001,0.897727273,1
73,19,0,8,0,0.0,0,4,10,2,5.714285714,8,15,0.0,0.0,0.0,1
51,12,1,4,0,0.176470588,13,0,20,2,5.428571429,11,20,0.153846154,1.0,0.846153846,1
70,22,0,4,1,0.0,50,0,8,4,5.833333333,8,14,0.7,0.057142857,0.3,0
25,17,0,3,1,0.0,30,0,0,0,0.0,2,9,0.3,0.0,0.7,0
22,14,0,3,1,0.045454545,99,0,0,0,0.0,2,6,0.141414141,0.0,0.8585858590000001,0
87,21,1,6,0,0.229885057,64,0,32,2,10.8,6,32,0.921875,0.118644068,0.078125,1
66,13,0,6,0,0.257575758,0,1,9,1,3.181818182,13,9,0.0,0.0,0.0,1
77,22,1,5,0,0.181818182,0,0,24,3,8.2,6,24,0.0,0.0,0.0,1
52,25,0,4,1,0.057692308,103,0,18,18,18.0,4,18,0.067961165,0.285714286,0.932038835,1
24,15,0,3,1,0.0,50,0,0,0,0.0,2,8,0.26,0.153846154,0.74,0
59,18,0,5,1,0.0,131,0,9,5,7.25,6,9,0.221374046,0.482758621,0.778625954,0
77,14,0,6,1,0.077922078,159,0,9,2,5.0,11,9,0.1006289309999999,0.125,0.8993710690000001,0
56,21,0,5,0,0.0,9,1,10,3,6.0,5,17,0.0,0.0,1.0,1
26,18,0,3,1,0.0,11,0,0,0,0.0,3,5,0.727272727,0.0,0.272727273,0
25,17,0,3,1,0.0,11,0,0,0,0.0,2,9,0.636363636,0.0,0.363636364,0
39,19,0,3,1,0.0,81,0,7,4,5.5,4,9,0.148148148,0.25,0.851851852,0
26,17,0,3,1,0.0,91,0,0,0,0.0,2,6,0.142857143,0.153846154,0.857142857,0
17,10,0,2,0,0.0,370,0,0,0,0.0,1,5,0.018918919,0.285714286,0.981081081,0
57,10,0,10,0,0.052631579,1,1,8,1,3.444444444,10,8,0.0,0.0,1.0,1
79,20,0,7,0,0.075949367,25,0,13,1,7.666666667,7,14,0.16,0.0,0.84,1
49,27,0,3,0,0.12244898,27,1,5,1,2.75,7,10,0.0,0.0,1.0,1
57,24,0,3,1,0.0,23,0,9,3,5.5,6,16,0.130434783,0.0,0.869565217,0
51,18,0,5,0,0.0,130,0,10,3,5.5,5,12,0.115384615,0.133333333,0.884615385,1
99,37,1,5,0,0.272727273,468,0,32,4,12.5,8,32,0.647435897,0.168316832,0.3525641029999999,1
67,14,0,7,0,0.0,14,0,9,3,6.666666667,7,10,0.0,0.0,1.0,1
461,26,1,9,0,0.422993492,1,0,288,2,29.5,16,288,1.0,0.0,0.0,1
267,213,0,6,0,0.179775281,5,1,15,3,6.666666667,18,29,0.0,0.0,1.0,1
89,13,0,10,1,0.06741573,113,0,11,1,4.307692308,15,11,0.088495575,0.3,0.911504425,0
46,18,0,4,1,0.0,6,0,10,4,6.0,5,10,0.833333333,0.0,0.166666667,1
54,20,0,3,1,0.0,79,0,9,4,5.5,6,12,0.240506329,0.3684210529999999,0.759493671,0
66,20,0,7,0,0.0,17,2,7,3,4.571428571,9,11,0.117647059,1.0,0.882352941,1
462,26,1,9,0,0.4220779220000001,1,0,288,2,29.57142857,16,288,1.0,0.0,0.0,1
84,23,1,5,0,0.083333333,11,0,46,1,16.0,5,46,0.909090909,0.0,0.090909091,1
48,16,0,6,1,0.0,154,0,7,1,3.6,7,8,0.409090909,0.031746032,0.590909091,0
48,19,0,5,1,0.0,213,0,8,4,5.666666667,5,9,0.20657277,0.386363636,0.79342723,0
25,16,0,3,1,0.0,27,0,0,0,0.0,3,5,0.481481481,0.0,0.518518519,0
21,9,0,4,0,0.0,59,0,2,2,2.0,2,3,0.3559322029999999,0.238095238,0.644067797,0
51,15,0,3,1,0.0,198,0,5,1,3.142857143,9,7,0.070707071,0.214285714,0.929292929,0
42,14,0,5,0,0.119047619,560,0,6,3,4.25,6,8,0.103571429,0.517241379,0.896428571,0
30,22,0,3,0,0.0,70,1,0,0,0.0,1,18,0.585714286,0.0,0.4142857139999999,0
58,22,0,4,1,0.0,119,0,10,3,6.25,6,14,0.067226891,0.25,0.932773109,0
46,25,0,5,1,0.0,0,0,7,4,5.5,4,17,0.0,0.0,0.0,1
25,17,0,3,1,0.0,47,0,0,0,0.0,2,7,0.574468085,0.0,0.425531915,0
103,19,0,4,0,0.077669903,64,0,44,2,9.857142857,9,44,0.15625,0.0,0.84375,1
25,17,0,3,1,0.0,0,0,0,0,0.0,2,9,0.0,0.0,0.0,0
126,14,0,10,1,0.03968254,15,2,19,3,7.0,15,19,0.066666667,0.0,0.933333333,1
51,20,0,6,1,0.078431373,108,0,6,4,4.5,6,12,0.231481481,0.0,0.768518519,0
70,19,0,4,1,0.0,52,0,11,2,6.333333333,8,11,0.0384615379999999,0.0,0.961538462,0
43,14,0,5,0,0.139534884,216,0,6,3,4.5,6,8,0.12962963,0.7857142859999999,0.87037037,0
133,25,0,7,0,0.067669173,26,0,33,1,6.0,17,33,0.884615385,0.0,0.115384615,1
45,16,0,4,0,0.0,265,0,7,4,6.0,5,9,0.033962264,0.5555555560000001,0.966037736,0
43,35,0,3,0,0.093023256,1,1,0,0,0.0,4,10,0.0,0.0,1.0,1
68,18,0,5,1,0.073529412,417,0,10,3,6.0,8,10,0.055155875,0.173913043,0.944844125,0
71,23,0,4,1,0.0,0,1,8,3,5.833333333,9,8,0.0,0.0,0.0,0
27,19,0,3,1,0.0,16,0,0,0,0.0,2,12,0.3125,0.0,0.6875,0
57,18,0,4,0,0.105263158,0,0,11,3,6.75,5,14,0.0,0.0,0.0,1
27,15,0,4,1,0.0,52,0,2,2,2.0,3,7,0.326923077,0.0,0.673076923,0
116,42,1,4,0,0.163793103,51,0,17,2,8.142857142999999,11,17,0.0,0.0,1.0,1
48,19,0,4,1,0.041666667,202,0,10,4,6.333333333,5,11,0.415841584,0.0,0.5841584160000001,0
35,26,0,3,1,0.0,4,0,0,0,0.0,2,18,0.75,0.0,0.25,0
118,16,1,7,1,0.093220339,0,0,17,3,7.272727272999999,13,17,0.0,0.0,0.0,1
48,13,0,6,1,0.1041666669999999,301,0,12,3,6.0,6,12,0.089700997,0.148148148,0.910299003,0
51,20,0,5,0,0.117647059,35,0,9,2,4.75,6,9,0.857142857,0.133333333,0.142857143,1
86,33,0,5,0,0.0,93,0,10,3,4.625,9,29,0.569892473,0.075471698,0.4301075270000001,0
56,37,0,3,1,0.0,18,0,6,4,5.0,5,19,0.166666667,0.333333333,0.833333333,1
62,19,0,6,1,0.0,139,0,10,1,4.833333333,8,11,0.079136691,0.454545455,0.920863309,0
46,19,0,4,0,0.02173913,0,0,13,1,5.666666667,4,15,0.0,0.0,0.0,1
118,42,1,5,0,0.220338983,51,0,17,2,8.142857142999999,11,17,0.0,0.0,1.0,1
52,28,0,4,1,0.0,172,0,10,5,7.5,4,20,0.191860465,0.1212121209999999,0.808139535,0
88,20,0,6,0,0.0,296,0,9,3,6.375,10,9,0.027027027,0.125,0.972972973,0
56,23,0,6,0,0.0,27,2,8,2,5.25,8,8,0.222222222,0.666666667,0.7777777779999999,1
25,16,0,3,1,0.0,75,0,0,0,0.0,2,8,0.1066666669999999,0.0,0.893333333,0
21,12,0,3,1,0.0,211,0,0,0,0.0,2,4,0.289099526,0.0,0.710900474,0
34,27,0,2,0,0.0,48,0,0,0,0.0,3,8,0.520833333,0.2,0.4791666670000001,0
59,23,0,4,0,0.169491525,0,0,13,3,8.666666667000001,5,15,0.0,0.0,0.0,1
45,29,0,5,0,0.022222222,4,0,3,3,3.0,3,22,0.0,0.0,1.0,1
50,32,0,3,0,0.0,15,2,5,4,4.5,7,7,0.0,0.0,1.0,1
48,15,0,5,1,0.0,336,0,7,1,4.0,7,7,0.264880952,0.056179775,0.7351190479999999,0
32,13,0,5,0,0.03125,44,0,4,1,2.666666667,5,5,0.045454545,0.5,0.954545455,0
24,15,0,3,1,0.0,76,0,0,0,0.0,2,7,0.921052632,0.042857143,0.078947368,0
19,12,0,2,0,0.0,59,0,0,0,0.0,1,5,0.084745763,0.0,0.915254237,0
150,22,1,9,0,0.113333333,64,3,32,3,11.1,11,32,0.609375,0.230769231,0.390625,1
33,18,0,4,1,0.0,86,0,4,2,3.0,5,5,0.011627907,0.0,0.988372093,0
87,12,0,6,1,0.091954023,0,0,17,3,8.714285713999999,9,17,0.0,0.0,0.0,0
47,19,0,4,1,0.0,110,0,6,4,5.333333333,5,11,0.045454545,0.0,0.954545455,0
49,16,0,3,1,0.0,259,0,8,7,7.333333333,5,8,0.436293436,0.115044248,0.563706564,0
48,16,0,5,0,0.041666667,1,2,17,4,10.5,4,17,1.0,0.0,0.0,1
74,19,0,9,1,0.0,10,4,8,2,4.333333333,11,11,0.0,0.0,1.0,1
105,37,0,7,0,0.0,22,3,8,2,5.1,12,22,0.090909091,0.0,0.909090909,1
43,14,0,5,0,0.139534884,159,0,6,3,4.5,6,8,0.056603774,0.8888888890000001,0.943396226,0
66,8,0,5,0,0.151515152,0,0,12,2,6.285714286,8,12,0.0,0.0,0.0,0
87,17,0,9,1,0.022988506,0,3,18,2,7.857142857,9,18,0.0,0.0,0.0,1
48,21,0,5,1,0.041666667,34,0,8,4,5.333333333,5,10,0.411764706,0.0,0.588235294,1
42,34,0,3,0,0.095238095,103,0,0,0,0.0,3,16,0.067961165,0.285714286,0.932038835,1
126,38,0,6,0,0.0,0,4,53,2,14.8,7,53,0.0,0.0,0.0,1
54,16,0,3,0,0.0,64,0,7,2,5.2,7,7,0.359375,0.173913043,0.640625,0
40,26,0,4,0,0.0,38,0,5,5,5.0,3,10,0.0,0.0,1.0,0
127,50,1,4,0,0.173228346,51,0,17,2,7.375,13,17,0.0,0.0,1.0,1
51,20,0,6,1,0.0,0,3,8,2,4.75,6,12,0.0,0.0,0.0,1
27,18,0,3,1,0.0,68,0,0,0,0.0,2,10,0.6911764709999999,0.127659574,0.308823529,0
55,19,0,5,1,0.0,14,0,8,3,4.6,7,11,0.5,0.142857143,0.5,0
80,32,0,5,0,0.025,0,0,10,3,7.0,10,11,0.0,0.0,0.0,0
27,18,0,3,1,0.0,113,0,0,0,0.0,2,10,0.221238938,0.2,0.7787610620000001,0
83,18,0,5,1,0.0,136,0,10,1,3.75,14,10,0.264705882,0.138888889,0.735294118,0
73,18,0,6,0,0.02739726,14,0,15,3,7.0,8,15,0.928571429,0.153846154,0.071428571,1
44,14,1,5,0,0.159090909,345,0,7,3,4.75,6,8,0.1043478259999999,0.7777777779999999,0.8956521740000001,0
90,17,1,5,0,0.088888889,355,0,9,2,4.5,13,13,0.464788732,0.024242424,0.535211268,0
92,36,0,4,0,0.086956522,13,0,13,6,8.6,8,15,0.0,0.0,1.0,1
70,49,1,4,0,0.242857143,0,0,5,2,3.333333333,9,14,0.0,0.0,0.0,1
43,28,0,5,1,0.0,36,1,3,2,2.5,5,13,0.0,0.0,1.0,1
47,18,0,4,0,0.0,54,0,11,8,9.5,5,11,0.3888888889999999,0.047619048,0.611111111,0
33,13,0,4,1,0.0,0,0,11,11,11.0,3,11,0.0,0.0,0.0,0
23,11,0,4,0,0.0,22,0,3,3,3.0,2,8,0.181818182,0.25,0.818181818,0
71,29,0,5,0,0.0422535209999999,0,0,10,3,6.0,8,13,0.0,0.0,0.0,1
61,20,0,8,1,0.131147541,0,1,7,2,4.5,8,9,0.0,0.0,0.0,1
30,22,0,3,1,0.0,93,0,0,0,0.0,2,14,0.419354839,0.0,0.580645161,0
74,39,0,4,1,0.081081081,3,0,8,4,6.0,8,12,0.0,0.0,1.0,1
64,21,0,5,1,0.0,8,0,7,3,5.0,8,13,0.375,0.333333333,0.625,0
47,14,0,5,0,0.0,106,0,5,2,4.2,6,10,0.066037736,0.0,0.933962264,0
28,19,0,3,0,0.035714286,148,0,0,0,0.0,2,11,0.7905405409999999,0.017094017,0.209459459,0
35,11,0,3,1,0.0,109,0,7,3,4.666666667,5,7,0.28440367,0.193548387,0.71559633,0
30,21,0,3,1,0.0,61,0,0,0,0.0,2,14,0.278688525,0.235294118,0.721311475,0
37,16,0,4,0,0.0,48,0,8,4,6.0,4,8,0.083333333,0.75,0.916666667,0
24,16,0,3,1,0.0,186,0,0,0,0.0,3,6,0.043010753,0.5,0.956989247,0
31,23,0,3,0,0.0,81,0,0,0,0.0,2,10,0.864197531,0.028571429,0.135802469,0
32,12,0,5,0,0.0,137,0,6,1,3.0,4,6,0.0,0.0,1.0,0
49,17,0,5,1,0.0,157,0,6,3,5.0,6,9,0.76433121,0.1916666669999999,0.23566879,0
28,14,0,3,0,0.0,52,0,5,5,5.0,3,7,0.134615385,0.285714286,0.865384615,0
30,21,0,3,1,0.0,26,0,0,0,0.0,2,13,0.192307692,0.6,0.807692308,0
396,14,1,21,1,0.047979798,21,3,10,1,3.986842105,80,10,0.571428571,0.0,0.428571429,1
62,11,0,6,1,0.0,274,0,11,2,6.166666667,8,11,0.087591241,0.125,0.912408759,0
81,15,0,6,0,0.160493827,33,0,8,1,3.538461538,16,8,0.090909091,0.0,0.909090909,0
35,27,0,3,1,0.0,14,0,0,0,0.0,2,19,1.0,0.0,0.0,0
94,26,0,6,0,0.074468085,4,1,38,3,11.2,7,38,0.0,0.0,1.0,1
126,50,1,4,0,0.150793651,51,0,17,2,7.375,13,17,0.0,0.0,1.0,1
40,17,0,5,0,0.0,231,3,8,2,4.0,4,13,0.0,0.0,1.0,1
56,21,0,3,1,0.0,232,0,10,3,5.75,6,13,0.00862069,1.5,0.99137931,0
93,28,1,5,0,0.23655914,31,0,32,6,18.33333333,7,32,0.967741935,0.1,0.032258065,1
22,14,0,3,1,0.0,27,0,0,0,0.0,2,6,0.037037037,0.0,0.962962963,0
1386,15,1,7,0,0.1940836939999999,10,10,158,1,13.33684211,96,158,0.0,0.0,1.0,1
31,22,0,3,1,0.0,81,0,0,0,0.0,4,6,0.037037037,0.0,0.962962963,0
68,40,0,4,0,0.029411765,4,0,6,3,4.25,7,17,0.0,0.0,1.0,1
29,18,0,3,1,0.1034482759999999,2726,0,2,2,2.0,3,11,0.006969919,0.105263158,0.993030081,0
118,42,1,4,0,0.110169492,4,0,17,2,7.375,12,17,0.0,0.0,1.0,1
17,10,0,2,0,0.0,6,0,0,0,0.0,1,3,0.5,0.0,0.5,0
